Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Case_Closure_Days
15889,,,24-10-2021 14:09,Chennai,112,SHOPLIFTING,73,M,Knife,Other Crime,4,Yes,2021-11-05,2021,10.0
15890,,,24-10-2021 12:08,Chennai,264,ASSAULT,53,M,Firearm,Violent Crime,18,Yes,2021-11-16,2021,22.0
15891,,,24-10-2021 04:07,Pune,133,COUNTERFEITING,59,F,Explosives,Other Crime,19,Yes,2021-12-02,2021,37.0
15892,,,24-10-2021 13:52,Mumbai,481,KIDNAPPING,78,M,Blunt Object,Other Crime,5,No,,2021,
15893,,,24-10-2021 07:22,Nashik,367,BURGLARY,44,F,Other,Other Crime,18,No,,2021,
15894,,,24-10-2021 23:01,Bangalore,225,EXTORTION,36,M,Poison,Other Crime,18,No,,2021,
15895,,,24-10-2021 07:42,Mumbai,253,DOMESTIC VIOLENCE,26,F,Explosives,Violent Crime,6,No,,2021,
15896,,,25-10-2021 02:01,Kanpur,358,IDENTITY THEFT,18,M,,Violent Crime,17,Yes,2021-11-13,2021,19.0
15897,,,25-10-2021 06:57,Chennai,298,COUNTERFEITING,72,F,,Other Crime,17,No,,2021,
15898,,,24-10-2021 18:01,Pune,455,FRAUD,37,F,Explosives,Other Crime,19,No,,2021,
15899,,,24-10-2021 22:31,Mumbai,375,SHOPLIFTING,30,M,Explosives,Other Crime,10,No,,2021,
15900,,,24-10-2021 17:31,Bangalore,561,TRAFFIC VIOLATION,75,F,Blunt Object,Traffic Fatality,9,Yes,2021-11-14,2021,20.0
15901,,,25-10-2021 05:53,Pune,250,TRAFFIC VIOLATION,46,F,Firearm,Traffic Fatality,13,No,,2021,
15902,,,25-10-2021 12:31,Mumbai,248,TRAFFIC VIOLATION,61,F,Explosives,Traffic Fatality,11,Yes,2021-10-26,2021,2.0
15903,,,25-10-2021 12:33,Hyderabad,293,CYBERCRIME,69,F,Other,Other Crime,19,Yes,2022-01-19,2021,86.0
15904,,,25-10-2021 01:22,Pune,500,ROBBERY,24,F,Other,Violent Crime,4,No,,2021,
15905,,,24-10-2021 20:57,Ahmedabad,227,PUBLIC INTOXICATION,77,F,Poison,Other Crime,8,Yes,2021-11-12,2021,18.0
15906,,,25-10-2021 01:38,Ludhiana,126,ILLEGAL POSSESSION,72,F,Explosives,Other Crime,12,Yes,2021-12-10,2021,47.0
15907,,,25-10-2021 04:28,Delhi,189,FIREARM OFFENSE,13,F,Explosives,Fire Accident,17,Yes,2021-12-26,2021,60.0
15908,,,25-10-2021 00:28,Bangalore,324,TRAFFIC VIOLATION,48,F,Knife,Traffic Fatality,3,No,,2021,
15909,,,25-10-2021 19:59,Lucknow,128,VEHICLE - STOLEN,14,F,Firearm,Violent Crime,4,No,,2021,
15910,,,24-10-2021 22:52,Nashik,271,ARSON,41,F,Explosives,Fire Accident,8,Yes,2021-12-07,2021,42.0
15911,,,25-10-2021 13:33,Chennai,403,SEXUAL ASSAULT,64,M,,Violent Crime,19,Yes,2022-10-21,2021,360.0
15912,,,25-10-2021 04:06,Hyderabad,559,DOMESTIC VIOLENCE,31,F,Firearm,Violent Crime,14,No,,2021,
15913,,,25-10-2021 15:32,Chennai,579,VANDALISM,12,M,Other,Other Crime,15,Yes,2021-12-03,2021,37.0
15914,,,25-10-2021 20:25,Chennai,549,KIDNAPPING,15,F,Poison,Other Crime,2,Yes,2021-12-15,2021,51.0
15915,,,25-10-2021 20:09,Ludhiana,498,FRAUD,53,M,Firearm,Other Crime,10,No,,2021,
15916,,,25-10-2021 12:56,Surat,206,ROBBERY,48,M,Knife,Violent Crime,11,Yes,2022-01-02,2021,68.0
15917,,,25-10-2021 19:30,Delhi,106,FIREARM OFFENSE,11,F,Blunt Object,Fire Accident,17,Yes,2022-01-05,2021,72.0
15918,,,26-10-2021 02:50,Hyderabad,338,DRUG OFFENSE,62,F,Explosives,Other Crime,15,Yes,2022-01-05,2021,72.0
15919,,,25-10-2021 16:50,Hyderabad,320,HOMICIDE,50,F,,Other Crime,8,No,,2021,
15920,,,26-10-2021 01:59,Bangalore,285,HOMICIDE,48,F,Blunt Object,Other Crime,15,Yes,2023-02-23,2021,485.0
15921,,,25-10-2021 18:35,Surat,586,SEXUAL ASSAULT,33,F,Firearm,Violent Crime,11,Yes,2022-12-06,2021,405.0
15922,,,25-10-2021 16:08,Kanpur,196,HOMICIDE,72,F,Blunt Object,Other Crime,13,No,,2021,
15923,,,25-10-2021 22:25,Thane,476,EXTORTION,17,F,Poison,Other Crime,6,Yes,2021-12-16,2021,51.0
15924,,,25-10-2021 23:27,Kolkata,588,SHOPLIFTING,65,M,Firearm,Other Crime,9,No,,2021,
15925,,,25-10-2021 20:27,Mumbai,421,FRAUD,74,M,Blunt Object,Other Crime,12,No,,2021,
15926,,,25-10-2021 23:33,Jaipur,581,PUBLIC INTOXICATION,13,F,Other,Other Crime,15,Yes,2021-11-10,2021,14.0
15927,,,25-10-2021 19:55,Ahmedabad,152,EXTORTION,75,F,Explosives,Other Crime,3,Yes,2021-11-04,2021,9.0
15928,,,26-10-2021 10:34,Ahmedabad,443,ARSON,15,F,Other,Fire Accident,2,No,,2021,
15929,,,26-10-2021 07:03,Mumbai,448,FIREARM OFFENSE,37,F,Blunt Object,Fire Accident,10,Yes,2021-12-20,2021,54.0
15930,,,25-10-2021 20:45,Hyderabad,207,CYBERCRIME,30,M,Blunt Object,Other Crime,12,No,,2021,
15931,,,26-10-2021 05:25,Pune,370,CYBERCRIME,78,M,Firearm,Other Crime,10,Yes,2021-12-23,2021,59.0
15932,,,26-10-2021 10:04,Visakhapatnam,401,ARSON,54,M,Other,Fire Accident,12,Yes,2021-12-22,2021,55.0
15933,,,26-10-2021 15:00,Kolkata,441,ARSON,75,F,Poison,Fire Accident,11,No,,2021,
15934,,,26-10-2021 10:05,Mumbai,109,BURGLARY,49,M,Blunt Object,Other Crime,16,Yes,2022-02-04,2021,100.0
15935,,,26-10-2021 15:32,Lucknow,441,HOMICIDE,49,F,Blunt Object,Other Crime,4,Yes,2023-01-15,2021,445.0
15936,,,26-10-2021 10:10,Visakhapatnam,480,HOMICIDE,29,M,Firearm,Other Crime,19,Yes,2022-09-26,2021,334.0
15937,,,26-10-2021 03:50,Ghaziabad,457,FRAUD,47,F,Explosives,Other Crime,17,Yes,2021-11-16,2021,19.0
15938,,,26-10-2021 03:17,Delhi,582,VEHICLE - STOLEN,40,F,Firearm,Violent Crime,13,Yes,2021-12-08,2021,43.0
15939,,,26-10-2021 17:04,Mumbai,158,COUNTERFEITING,13,F,,Other Crime,15,No,,2021,
15940,,,26-10-2021 15:03,Delhi,365,HOMICIDE,61,F,Knife,Other Crime,16,Yes,2022-06-10,2021,226.0
15941,,,26-10-2021 23:47,Bangalore,507,FIREARM OFFENSE,26,F,Firearm,Fire Accident,9,Yes,2021-11-08,2021,12.0
15942,,,26-10-2021 08:52,Mumbai,155,KIDNAPPING,46,M,Explosives,Other Crime,10,Yes,2021-11-11,2021,14.0
15943,,,26-10-2021 19:35,Mumbai,434,SEXUAL ASSAULT,21,M,Poison,Violent Crime,18,No,,2021,
15944,,,26-10-2021 16:29,Bangalore,382,DOMESTIC VIOLENCE,42,F,Firearm,Violent Crime,3,Yes,2021-12-05,2021,40.0
15945,,,26-10-2021 09:01,Mumbai,413,PUBLIC INTOXICATION,74,M,Knife,Other Crime,2,No,,2021,
15946,,,27-10-2021 04:48,Hyderabad,201,DRUG OFFENSE,57,F,Poison,Other Crime,4,Yes,2021-11-17,2021,21.0
15947,,,27-10-2021 00:45,Ahmedabad,447,CYBERCRIME,78,F,Knife,Other Crime,7,Yes,2022-01-09,2021,74.0
15948,,,26-10-2021 23:41,Pune,488,VEHICLE - STOLEN,30,M,,Violent Crime,10,Yes,2022-01-16,2021,82.0
15949,,,26-10-2021 16:38,Hyderabad,135,ARSON,71,F,,Fire Accident,18,Yes,2022-01-09,2021,73.0
15950,,,27-10-2021 00:52,Ghaziabad,242,EXTORTION,56,F,Blunt Object,Other Crime,10,No,,2021,
15951,,,27-10-2021 02:56,Nagpur,193,EXTORTION,13,M,Poison,Other Crime,16,No,,2021,
15952,,,27-10-2021 02:24,Hyderabad,500,ROBBERY,24,F,Knife,Violent Crime,5,No,,2021,
15953,,,27-10-2021 06:13,Kalyan,452,ILLEGAL POSSESSION,30,F,Explosives,Other Crime,9,Yes,2021-12-25,2021,58.0
15954,,,27-10-2021 00:10,Mumbai,214,ILLEGAL POSSESSION,73,M,Explosives,Other Crime,13,Yes,2022-01-20,2021,83.0
15955,,,27-10-2021 03:16,Delhi,478,VANDALISM,40,F,Blunt Object,Other Crime,1,Yes,2021-12-28,2021,62.0
15956,,,27-10-2021 10:39,Hyderabad,511,DRUG OFFENSE,10,F,Explosives,Other Crime,9,No,,2021,
15957,,,27-10-2021 19:26,Delhi,570,SHOPLIFTING,33,F,Blunt Object,Other Crime,13,No,,2021,
15958,,,27-10-2021 04:06,Bangalore,577,SEXUAL ASSAULT,36,F,Poison,Violent Crime,7,Yes,2022-08-09,2021,285.0
15959,,,27-10-2021 19:27,Delhi,177,ROBBERY,10,F,Poison,Violent Crime,10,Yes,2022-02-24,2021,120.0
15960,,,26-10-2021 23:48,Srinagar,354,DOMESTIC VIOLENCE,16,F,Explosives,Violent Crime,8,Yes,2021-11-04,2021,8.0
15961,,,27-10-2021 18:38,Jaipur,445,SHOPLIFTING,55,M,Other,Other Crime,19,No,,2021,
15962,,,27-10-2021 11:56,Kolkata,556,FIREARM OFFENSE,38,F,Firearm,Fire Accident,2,No,,2021,
15963,,,27-10-2021 07:45,Hyderabad,192,TRAFFIC VIOLATION,55,F,Poison,Traffic Fatality,1,No,,2021,
15964,,,27-10-2021 11:07,Bhopal,108,ASSAULT,59,F,Firearm,Violent Crime,5,No,,2021,
15965,,,27-10-2021 09:02,Mumbai,397,SHOPLIFTING,61,F,Knife,Other Crime,8,No,,2021,
15966,,,27-10-2021 10:48,Patna,106,ARSON,76,F,Firearm,Fire Accident,15,Yes,2022-01-03,2021,68.0
15967,,,27-10-2021 08:28,Bhopal,177,VANDALISM,78,M,Poison,Other Crime,14,No,,2021,
15968,,,28-10-2021 05:22,Kanpur,153,ILLEGAL POSSESSION,58,F,Explosives,Other Crime,3,No,,2021,
15969,,,27-10-2021 23:07,Nagpur,454,ARSON,25,F,Other,Fire Accident,8,No,,2021,
15970,,,28-10-2021 01:57,Delhi,234,FRAUD,29,F,Poison,Other Crime,2,No,,2021,
15971,,,27-10-2021 21:23,Mumbai,445,BURGLARY,59,M,Poison,Other Crime,16,Yes,2022-02-25,2021,120.0
15972,,,27-10-2021 17:36,Varanasi,395,VEHICLE - STOLEN,48,F,Other,Violent Crime,13,Yes,2021-12-15,2021,48.0
15973,,,28-10-2021 01:30,Varanasi,273,ROBBERY,65,M,Explosives,Violent Crime,16,Yes,2022-01-04,2021,68.0
15974,,,27-10-2021 20:00,Surat,199,FIREARM OFFENSE,38,F,,Fire Accident,10,No,,2021,
15975,,,28-10-2021 05:32,Hyderabad,494,DOMESTIC VIOLENCE,55,F,Knife,Violent Crime,16,Yes,2021-11-19,2021,23.0
15976,,,28-10-2021 02:30,Mumbai,226,DOMESTIC VIOLENCE,37,M,Other,Violent Crime,13,No,,2021,
15977,,,27-10-2021 22:50,Hyderabad,199,BURGLARY,54,F,Explosives,Other Crime,4,Yes,2022-04-13,2021,165.0
15978,,,28-10-2021 01:59,Ludhiana,491,KIDNAPPING,65,F,Knife,Other Crime,12,No,,2021,
15979,,,28-10-2021 05:49,Delhi,190,CYBERCRIME,24,M,Blunt Object,Other Crime,6,No,,2021,
15980,,,28-10-2021 06:59,Bangalore,535,DOMESTIC VIOLENCE,23,M,Explosives,Violent Crime,10,No,,2021,
15981,,,28-10-2021 10:16,Kalyan,477,COUNTERFEITING,34,F,Firearm,Other Crime,15,No,,2021,
15982,,,28-10-2021 20:55,Bangalore,574,VEHICLE - STOLEN,58,M,,Violent Crime,7,Yes,2021-11-05,2021,8.0
15983,,,27-10-2021 22:24,Bangalore,158,EXTORTION,67,F,,Other Crime,3,No,,2021,
15984,,,28-10-2021 04:28,Rajkot,245,EXTORTION,16,F,Poison,Other Crime,12,Yes,2022-01-15,2021,79.0
15985,,,28-10-2021 18:35,Agra,285,DOMESTIC VIOLENCE,49,M,Other,Violent Crime,4,No,,2021,
15986,,,29-10-2021 00:04,Pune,536,ROBBERY,72,F,Blunt Object,Violent Crime,4,Yes,2022-02-17,2021,110.0
15987,,,28-10-2021 21:37,Chennai,135,SHOPLIFTING,23,F,Explosives,Other Crime,18,No,,2021,
15988,,,28-10-2021 12:16,Kolkata,380,SEXUAL ASSAULT,18,F,Poison,Violent Crime,8,Yes,2023-01-12,2021,439.0
15989,,,28-10-2021 16:38,Bangalore,317,COUNTERFEITING,77,F,Blunt Object,Other Crime,11,No,,2021,
15990,,,28-10-2021 20:58,Lucknow,316,SEXUAL ASSAULT,58,M,Blunt Object,Violent Crime,17,Yes,2023-08-05,2021,646.0
15991,,,28-10-2021 11:51,Hyderabad,585,COUNTERFEITING,18,F,Knife,Other Crime,3,Yes,2021-12-13,2021,46.0
15992,,,28-10-2021 13:13,Varanasi,344,TRAFFIC VIOLATION,39,F,Knife,Traffic Fatality,7,No,,2021,
15993,,,29-10-2021 07:27,Mumbai,395,VANDALISM,72,F,Firearm,Other Crime,14,Yes,2021-11-27,2021,30.0
15994,,,28-10-2021 17:49,Delhi,533,TRAFFIC VIOLATION,18,F,Other,Traffic Fatality,12,No,,2021,
15995,,,28-10-2021 23:32,Delhi,429,HOMICIDE,23,F,Poison,Other Crime,9,No,,2021,
15996,,,28-10-2021 18:01,Kolkata,408,FIREARM OFFENSE,47,M,Explosives,Fire Accident,1,No,,2021,
15997,,,29-10-2021 08:30,Mumbai,387,ROBBERY,67,F,Poison,Violent Crime,5,No,,2021,
15998,,,29-10-2021 07:10,Ghaziabad,506,CYBERCRIME,47,F,Knife,Other Crime,13,No,,2021,
15999,,,29-10-2021 00:24,Delhi,375,VEHICLE - STOLEN,59,F,Explosives,Violent Crime,18,Yes,2021-11-20,2021,20.0
16000,,,29-10-2021 07:15,Delhi,454,EXTORTION,45,F,Poison,Other Crime,1,Yes,2021-12-31,2021,63.0
16001,,,28-10-2021 22:31,Mumbai,203,SHOPLIFTING,22,F,Explosives,Other Crime,1,Yes,2021-11-09,2021,9.0
16002,,,28-10-2021 18:07,Mumbai,284,KIDNAPPING,64,M,Firearm,Other Crime,16,No,,2021,
16003,,,28-10-2021 21:47,Surat,400,FIREARM OFFENSE,35,F,Other,Fire Accident,15,No,,2021,
16004,,,29-10-2021 08:30,Lucknow,529,ARSON,18,F,Explosives,Fire Accident,19,Yes,2021-11-12,2021,13.0
16005,,,28-10-2021 20:43,Visakhapatnam,227,ARSON,11,F,Other,Fire Accident,2,No,,2021,
16006,,,29-10-2021 10:06,Mumbai,580,TRAFFIC VIOLATION,51,F,Blunt Object,Traffic Fatality,12,Yes,2021-11-01,2021,2.0
16007,,,29-10-2021 04:35,Pune,275,ASSAULT,51,M,Knife,Violent Crime,12,No,,2021,
16008,,,29-10-2021 17:49,Delhi,167,COUNTERFEITING,75,F,Firearm,Other Crime,8,Yes,2022-01-14,2021,76.0
16009,,,29-10-2021 08:11,Delhi,541,TRAFFIC VIOLATION,32,M,Other,Traffic Fatality,10,No,,2021,
16010,,,29-10-2021 22:59,Nashik,124,DRUG OFFENSE,25,M,Firearm,Other Crime,12,No,,2021,
16011,,,29-10-2021 06:58,Delhi,166,FRAUD,48,M,Blunt Object,Other Crime,17,No,,2021,
16012,,,30-10-2021 00:30,Patna,298,ARSON,48,M,Firearm,Fire Accident,6,Yes,2021-11-30,2021,30.0
16013,,,29-10-2021 07:20,Visakhapatnam,120,IDENTITY THEFT,49,M,Poison,Violent Crime,8,Yes,2022-01-07,2021,70.0
16014,,,30-10-2021 03:03,Ludhiana,566,VEHICLE - STOLEN,19,F,Explosives,Violent Crime,14,No,,2021,
16015,,,29-10-2021 22:03,Bangalore,451,DOMESTIC VIOLENCE,62,F,Explosives,Violent Crime,2,Yes,2021-12-30,2021,60.0
16016,,,29-10-2021 18:19,Mumbai,280,SHOPLIFTING,77,M,Knife,Other Crime,3,Yes,2021-12-28,2021,58.0
16017,,,29-10-2021 17:39,Delhi,448,KIDNAPPING,29,F,Firearm,Other Crime,5,No,,2021,
16018,,,29-10-2021 16:58,Jaipur,412,COUNTERFEITING,71,M,Other,Other Crime,11,No,,2021,
16019,,,29-10-2021 19:18,Delhi,142,PUBLIC INTOXICATION,23,F,Knife,Other Crime,13,No,,2021,
16020,,,30-10-2021 09:33,Chennai,192,BURGLARY,17,M,Blunt Object,Other Crime,10,Yes,2021-12-29,2021,59.0
16021,,,30-10-2021 00:29,Ludhiana,519,IDENTITY THEFT,32,F,Explosives,Violent Crime,15,Yes,2021-11-07,2021,8.0
16022,2021-01-11,,29-10-2021 18:38,Agra,103,FIREARM OFFENSE,54,M,,Fire Accident,9,No,,2021,
16023,,,30-10-2021 11:03,Varanasi,234,HOMICIDE,27,F,,Other Crime,8,Yes,2023-03-20,2021,505.0
16024,2021-01-11,,30-10-2021 04:33,Nagpur,500,FIREARM OFFENSE,44,M,,Fire Accident,1,Yes,2021-12-28,2021,57.0
16025,2021-01-11,,30-10-2021 01:17,Bangalore,331,FRAUD,26,M,Explosives,Other Crime,18,Yes,2021-12-27,2021,56.0
16026,,,30-10-2021 15:59,Kolkata,354,FRAUD,56,F,Firearm,Other Crime,19,No,,2021,
16027,,,30-10-2021 03:23,Bhopal,580,ARSON,50,F,Poison,Fire Accident,18,No,,2021,
16028,,,30-10-2021 11:22,Mumbai,188,TRAFFIC VIOLATION,57,F,Other,Traffic Fatality,15,Yes,2021-10-31,2021,1.0
16029,2021-01-11,,29-10-2021 21:14,Thane,143,BURGLARY,29,F,Blunt Object,Other Crime,18,Yes,2022-02-14,2021,105.0
16030,2021-01-11,,30-10-2021 07:56,Kanpur,225,KIDNAPPING,30,F,Blunt Object,Other Crime,11,No,,2021,
16031,,,30-10-2021 02:54,Delhi,428,SEXUAL ASSAULT,30,F,Poison,Violent Crime,12,No,,2021,
16032,,,30-10-2021 21:17,Nashik,327,DOMESTIC VIOLENCE,63,M,Other,Violent Crime,3,No,,2021,
16033,,,30-10-2021 16:13,Nagpur,164,VEHICLE - STOLEN,32,F,Firearm,Violent Crime,6,No,,2021,
16034,2021-01-11,,30-10-2021 08:53,Bangalore,102,COUNTERFEITING,60,M,Other,Other Crime,12,Yes,2022-01-20,2021,80.0
16035,,,31-10-2021 01:02,Hyderabad,446,PUBLIC INTOXICATION,73,F,Other,Other Crime,17,No,,2021,
16036,,,30-10-2021 19:55,Ahmedabad,139,PUBLIC INTOXICATION,55,F,Explosives,Other Crime,7,Yes,2021-11-13,2021,14.0
16037,,,30-10-2021 22:26,Ghaziabad,319,EXTORTION,47,F,Knife,Other Crime,15,Yes,2021-11-25,2021,26.0
16038,,,31-10-2021 01:59,Pune,528,SHOPLIFTING,79,M,Poison,Other Crime,9,No,,2021,
16039,,,30-10-2021 15:47,Delhi,219,ILLEGAL POSSESSION,35,F,Explosives,Other Crime,4,No,,2021,
16040,2021-01-11,,30-10-2021 13:02,Mumbai,420,CYBERCRIME,67,F,Poison,Other Crime,6,No,,2021,
16041,,,30-10-2021 20:36,Surat,338,IDENTITY THEFT,71,F,Firearm,Violent Crime,16,Yes,2021-12-23,2021,54.0
16042,,,30-10-2021 22:52,Delhi,547,ILLEGAL POSSESSION,64,M,Knife,Other Crime,10,No,,2021,
16043,2021-02-11,,30-10-2021 19:54,Hyderabad,178,ARSON,29,M,,Fire Accident,1,Yes,2022-01-03,2021,62.0
16044,2021-01-11,,30-10-2021 11:34,Ludhiana,316,ASSAULT,52,M,Blunt Object,Violent Crime,12,Yes,2021-12-06,2021,35.0
16045,,,31-10-2021 04:45,Delhi,481,EXTORTION,61,F,Other,Other Crime,3,No,,2021,
16046,,,31-10-2021 01:04,Bhopal,344,EXTORTION,12,F,Other,Other Crime,4,Yes,2022-01-07,2021,69.0
16047,,,31-10-2021 01:54,Jaipur,284,ASSAULT,29,F,Explosives,Violent Crime,6,Yes,2022-01-11,2021,72.0
16048,,,31-10-2021 12:58,Pune,492,ARSON,26,F,Other,Fire Accident,12,Yes,2022-01-26,2021,87.0
16049,2021-01-11,,30-10-2021 19:05,Ahmedabad,593,DOMESTIC VIOLENCE,52,F,Other,Violent Crime,18,Yes,2022-01-15,2021,75.0
16050,,,31-10-2021 03:57,Mumbai,331,ARSON,67,F,Blunt Object,Fire Accident,14,Yes,2021-11-19,2021,19.0
16051,,,30-10-2021 18:54,Varanasi,382,VANDALISM,75,F,Blunt Object,Other Crime,4,No,,2021,
16052,2021-01-11,,31-10-2021 00:12,Delhi,363,DOMESTIC VIOLENCE,41,F,Other,Violent Crime,7,Yes,2022-01-22,2021,82.0
16053,,,31-10-2021 08:13,Delhi,124,DOMESTIC VIOLENCE,57,F,Other,Violent Crime,4,Yes,2021-12-18,2021,49.0
16054,2021-02-11,,31-10-2021 14:42,Thane,502,IDENTITY THEFT,60,M,Explosives,Violent Crime,8,Yes,2021-11-13,2021,11.0
16055,2021-02-11,,31-10-2021 04:33,Bangalore,423,IDENTITY THEFT,10,M,Explosives,Violent Crime,6,Yes,2021-11-29,2021,27.0
16056,,,31-10-2021 18:01,Delhi,357,VANDALISM,58,F,Other,Other Crime,18,Yes,2022-01-15,2021,76.0
16057,2021-02-11,,31-10-2021 10:11,Lucknow,510,SEXUAL ASSAULT,69,M,Blunt Object,Violent Crime,2,Yes,2023-06-19,2021,594.0
16058,,,31-10-2021 09:55,Delhi,509,FIREARM OFFENSE,33,F,Explosives,Fire Accident,18,Yes,2022-01-22,2021,83.0
16059,2021-02-11,,31-10-2021 17:53,Bangalore,369,IDENTITY THEFT,66,F,Poison,Violent Crime,7,Yes,2021-12-12,2021,40.0
16060,2021-01-11,,31-10-2021 15:58,Mumbai,359,DOMESTIC VIOLENCE,67,M,Blunt Object,Violent Crime,2,No,,2021,
16061,2021-01-11,,31-10-2021 10:58,Nagpur,477,VEHICLE - STOLEN,57,M,Knife,Violent Crime,16,Yes,2021-12-19,2021,48.0
16062,2021-02-11,,31-10-2021 17:47,Mumbai,418,KIDNAPPING,53,F,,Other Crime,1,No,,2021,
16063,2021-02-11,,31-10-2021 17:04,Hyderabad,253,CYBERCRIME,11,M,,Other Crime,6,Yes,2022-01-08,2021,67.0
16064,2021-03-11,,31-10-2021 20:10,Delhi,263,IDENTITY THEFT,23,F,Knife,Violent Crime,5,No,,2021,
16065,2021-01-11,,01-11-2021 00:03,Delhi,393,COUNTERFEITING,48,M,Poison,Other Crime,9,Yes,2022-01-28,2021,88.0
16066,2021-01-11,,01-11-2021 03:01,Ahmedabad,184,FRAUD,11,F,Explosives,Other Crime,5,No,,2021,
16067,2021-01-11,,31-10-2021 13:36,Bangalore,289,IDENTITY THEFT,70,F,Explosives,Violent Crime,18,No,,2021,
16068,2021-01-11,,31-10-2021 19:40,Delhi,272,HOMICIDE,60,F,,Other Crime,10,No,,2021,
16069,2021-02-11,,01-11-2021 09:33,Jaipur,106,DRUG OFFENSE,36,F,Poison,Other Crime,1,Yes,2022-01-26,2021,85.0
16070,2021-01-11,,01-11-2021 02:00,Srinagar,237,PUBLIC INTOXICATION,79,F,Other,Other Crime,12,No,,2021,
16071,2021-03-11,,01-11-2021 02:58,Patna,484,TRAFFIC VIOLATION,77,F,Blunt Object,Traffic Fatality,8,No,,2021,
16072,2021-01-11,,31-10-2021 21:53,Mumbai,575,CYBERCRIME,48,M,Knife,Other Crime,13,Yes,2022-01-15,2021,75.0
16073,2021-02-11,,01-11-2021 09:28,Pune,503,PUBLIC INTOXICATION,53,F,Poison,Other Crime,2,Yes,2021-11-19,2021,17.0
16074,2021-01-11,,01-11-2021 07:22,Lucknow,385,ILLEGAL POSSESSION,35,M,Knife,Other Crime,8,Yes,2021-12-17,2021,46.0
16075,2021-02-11,,01-11-2021 01:42,Mumbai,354,COUNTERFEITING,20,F,Other,Other Crime,19,No,,2021,
16076,2021-02-11,,01-11-2021 12:51,Faridabad,135,FIREARM OFFENSE,79,F,Explosives,Fire Accident,19,Yes,2022-01-05,2021,64.0
16077,2021-02-11,,01-11-2021 10:13,Mumbai,497,COUNTERFEITING,71,M,Poison,Other Crime,12,No,,2021,
16078,2021-01-11,,01-11-2021 11:07,Jaipur,352,FRAUD,18,F,Poison,Other Crime,6,Yes,2021-11-10,2021,9.0
16079,2021-02-11,,01-11-2021 14:00,Surat,308,HOMICIDE,45,F,Poison,Other Crime,14,Yes,2022-05-06,2021,185.0
16080,2021-03-11,,01-11-2021 16:57,Kanpur,523,BURGLARY,44,F,Knife,Other Crime,1,Yes,2022-01-14,2021,72.0
16081,2021-02-11,2021-01-11,01-11-2021 02:23,Delhi,148,ROBBERY,21,F,Poison,Violent Crime,12,Yes,2022-04-28,2021,177.0
16082,2021-02-11,2021-01-11,01-11-2021 16:45,Ahmedabad,363,DRUG OFFENSE,46,F,Explosives,Other Crime,3,Yes,2021-12-27,2021,55.0
16083,2021-01-11,2021-01-11,01-11-2021 06:14,Faridabad,275,BURGLARY,39,F,Blunt Object,Other Crime,2,No,,2021,
16084,2021-03-11,2021-01-11,02-11-2021 01:58,Ahmedabad,475,HOMICIDE,56,F,Firearm,Other Crime,13,No,,2021,
16085,2021-02-11,2021-01-11,01-11-2021 06:15,Chennai,422,COUNTERFEITING,29,M,Firearm,Other Crime,19,No,,2021,
16086,2021-03-11,2021-01-11,01-11-2021 16:03,Mumbai,241,DOMESTIC VIOLENCE,59,M,Blunt Object,Violent Crime,11,Yes,2021-12-27,2021,54.0
16087,2021-04-11,2021-01-11,02-11-2021 01:40,Delhi,301,SEXUAL ASSAULT,65,M,Blunt Object,Violent Crime,19,No,,2021,
16088,2021-01-11,2021-01-11,02-11-2021 05:01,Delhi,535,CYBERCRIME,62,F,,Other Crime,8,Yes,2022-01-06,2021,66.0
16089,2021-02-11,2021-01-11,02-11-2021 04:59,Ahmedabad,263,ARSON,64,F,Knife,Fire Accident,19,Yes,2021-12-23,2021,51.0
16090,2021-03-11,2021-01-11,01-11-2021 14:33,Bangalore,510,VANDALISM,59,M,Firearm,Other Crime,15,Yes,2021-11-26,2021,23.0
16091,2021-03-11,2021-01-11,02-11-2021 05:45,Mumbai,397,HOMICIDE,63,F,Explosives,Other Crime,11,No,,2021,
16092,2021-04-11,2021-01-11,02-11-2021 09:13,Nagpur,538,PUBLIC INTOXICATION,40,M,Knife,Other Crime,13,No,,2021,
16093,2021-03-11,2021-01-11,01-11-2021 22:12,Ahmedabad,408,DRUG OFFENSE,63,F,Other,Other Crime,17,Yes,2021-11-27,2021,24.0
16094,2021-02-11,2021-01-11,02-11-2021 10:09,Lucknow,148,VANDALISM,62,F,Knife,Other Crime,8,No,,2021,
16095,2021-01-11,2021-01-11,01-11-2021 19:31,Hyderabad,191,EXTORTION,50,F,Poison,Other Crime,5,No,,2021,
16096,2021-01-11,2021-01-11,02-11-2021 14:18,Srinagar,493,VEHICLE - STOLEN,57,F,Other,Violent Crime,17,No,,2021,
16097,2021-04-11,2021-01-11,02-11-2021 06:18,Thane,124,FIREARM OFFENSE,63,M,Knife,Fire Accident,15,Yes,2022-01-03,2021,60.0
16098,2021-03-11,2021-01-11,02-11-2021 04:45,Delhi,240,FIREARM OFFENSE,65,F,Firearm,Fire Accident,19,No,,2021,
16099,2021-03-11,2021-01-11,01-11-2021 21:33,Agra,593,ROBBERY,59,F,Other,Violent Crime,7,No,,2021,
